match_hash,tourney_name,tourney_date,is_hard,is_clay,is_grass,is_bo5,p1_name,p2_name,p1_height,p1_lefty,p1_age,p1_home,p1_rating,p1_dev,p1_surface_rating,p1_surface_dev,p1_recent_rating,p1_w,p1_l,p1_surface_w,p1_surface_l,p1_inactive_days,p2_height,p2_lefty,p2_age,p2_home,p2_rating,p2_dev,p2_surface_rating,p2_surface_dev,p2_recent_rating,p2_w,p2_l,p2_surface_w,p2_surface_l,p2_inactive_days,p1_win,p1_odds,p2_odds
2021Rut13Gre1132710655,Montpellier,20210222,1,0,0,0,Roberto Bautista Agut,Gregoire Barrere,183,0,32.8,0,1557.4375220684653,183.80296220743708,1608.2109731190887,170.16818672512304,1572.680299037558,21,11,17,9,14,183,0,27.0,1,1230.2935573698007,162.43118470692875,1323.999026476197,147.6844790985285,1151.4650118371144,18,16,18,15,0,1,1.38,3.34
2021Din15Lgo3626001623,Montpellier,20210222,1,0,0,0,David Goffin,Lorenzo Sonego,180,0,30.2,0,1543.37768576628,162.3557945241697,1591.9724886776962,148.66482171998987,1495.08310186382,16,14,16,12,0,191,0,25.7,0,1602.3757469114835,160.1767987226555,1638.442700006115,156.8890849696792,1666.5321332177095,16,17,9,10,0,1,1.96,1.94
2021Eov83Ana568541078,Montpellier,20210222,1,0,0,0,Alejandro Davidovich Fokina,Egor Gerasimov,183,0,21.7,0,1682.6668984886237,168.57322428975652,1698.433666025453,156.88549249369765,1727.2121351728642,22,13,17,9,0,196,0,28.2,0,1657.016115492986,150.07370265875022,1676.9063647063283,135.9905989256632,1627.4060583383402,21,17,20,14,0,0,1.8,2.13
2021Pyk144Dak102491752,Montpellier,20210222,1,0,0,0,Dennis Novak,Peter Gojowczyk,183,0,27.4,0,1541.6652868912327,161.8375191396191,1585.9586056367814,149.08840987918646,1487.8876558038887,17,16,17,14,0,185,0,31.6,0,1445.3145622123761,164.2067522087158,1487.0449443077628,148.5538481130783,1236.049618489997,10,11,10,10,0,0,1.86,2.05
2021Rut13Urt3227101706,Montpellier,20210222,1,0,0,0,Ugo Humbert,Roberto Bautista Agut,188,1,22.6,1,1658.4285651878918,168.6505724586507,1715.165773050972,153.05162108518525,1795.7066512565352,27,16,23,13,0,183,0,32.8,0,1581.931134092,174.11313277108607,1633.2833417982974,161.15490783693627,1590.5063405744625,22,11,18,9,0,0,2.02,1.88
2021Din15Eov832600854,Montpellier,20210222,1,0,0,0,David Goffin,Egor Gerasimov,180,0,30.2,0,1610.1227727301857,150.3874436215617,1647.8884131511688,139.25328526455735,1498.3340508991491,17,14,17,12,0,196,0,28.2,0,1710.4307602780784,140.57906176767827,1721.946029658253,128.69759401181219,1657.9971535819602,22,17,21,14,0,1,1.54,2.66
2021Rut13Pyk1442710491,Montpellier,20210222,1,0,0,0,Peter Gojowczyk,Roberto Bautista Agut,185,0,31.6,0,1519.0647940493645,152.3048570750737,1550.3684870670545,139.43948319972256,1311.7931053184604,11,11,11,10,0,183,0,32.8,0,1659.3302741053953,159.98162864364903,1703.2142501138403,149.4794212387981,1648.4152153219522,23,11,19,9,0,0,5.4,1.19
2021Din15Rut1326002710,Montpellier,20210222,1,0,0,0,David Goffin,Roberto Bautista Agut,180,0,30.2,0,1675.645212905874,140.78326698344497,1702.6725283665564,131.17993855512032,1493.743109298536,18,14,18,12,0,183,0,32.8,0,1697.0221615050186,149.39187369734424,1735.4572943808193,140.7820851033007,1631.9036359139454,24,11,20,9,0,1,2.95,1.46
2021Nry1165Jar1047745,Cordoba,20210222,0,1,0,0,Jaume Munar,Nicolas Jarry,183,0,23.8,0,1581.913597416161,166.84088106935485,1696.0470130088054,151.4852678168416,1608.9029082260345,30,17,24,11,22,198,0,25.3,0,988.4191194708361,309.14252353034715,1098.971587227583,317.20824017491515,1162.2510857983345,1,6,0,2,8,0,1.33,3.58
2021Flo135Ger99520770,Cordoba,20210222,0,1,0,0,Gianluca Mager,Francisco Cerundolo,185,0,26.2,0,1352.5735467545765,189.2718159891909,1438.670135156719,222.12286008870592,1384.9596663387124,13,17,9,9,14,185,0,22.5,0,1605.2153497210682,174.31056035945252,1701.9913496045842,148.9378404405579,1625.3073061400773,27,9,26,9,8,0,2.45,1.61
2021Fia95Der71790966,Cordoba,20210222,0,1,0,0,Dominik Koepfer,Federico Coria,180,1,26.8,0,1494.5924377640006,199.16870543521114,1650.7155260438392,235.82605012217343,1672.109097474643,15,14,7,4,14,180,0,28.9,0,1343.3879811093097,152.01250706056246,1507.9249800592856,155.9900411366496,1333.5807525418836,21,24,16,13,8,0,2.27,1.7
2021Jlo335Tld119132605,Cordoba,20210222,0,1,0,0,Thiago Seyboth Wild,Juan Manuel Cerundolo,185,0,20.9,0,1194.1991798892302,163.30591784180055,1385.9977445328268,153.779330102853,959.5972883585237,12,16,12,12,8,183,1,19.2,0,1027.2817015094126,221.2475834370529,1165.745672539838,204.6365245481669,1180.7149443701808,4,9,4,8,8,0,1.42,3.06
2021Rna96Jsa98786782,Cordoba,20210222,0,1,0,0,Joao Sousa,Roberto Carballes Baena,185,0,31.9,0,1077.7604536519088,264.28261740693443,1112.7461683333393,245.901665348538,1105.8915170607042,2,13,1,6,22,183,0,27.9,0,1464.2258139169685,181.59039164505958,1582.082517261431,180.801037666402,1506.0198820097307,18,18,15,10,14,0,4.55,1.24
2021Tro74Jes199929353,Cordoba,20210222,0,1,0,0,Thiago Monteiro,Joao Menezes,183,1,26.7,0,1577.1397653926783,161.17183499298775,1484.265014575455,218.67486121708865,1462.2739975417578,27,18,16,9,14,185,0,24.1,0,1186.123492648474,154.23364561532787,1231.2413830626242,161.1103410875652,1323.0272073739038,14,20,7,13,8,1,1.27,4.15
2021Fis84Psa108851704,Cordoba,20210222,0,1,0,0,Pedro Sousa,Federico Delbonis,180,0,32.7,0,1470.7784181339036,179.6517039519552,1599.2001412741329,177.31940582900458,1444.554147257131,22,18,21,13,14,190,1,30.3,0,1208.913012453297,222.10211002531105,1572.2415123302667,221.63051871517612,1281.7074861296046,16,17,13,8,21,0,2.71,1.52
2021Jik128Dan116548619,Cordoba,20210222,0,1,0,0,Jozef Kovalik,Daniel Elahi Galan,183,0,28.3,0,1348.9279755136054,156.89717526805447,1442.6169956067554,161.53170266651603,1285.3653498805845,19,19,14,13,22,191,0,24.6,0,1331.187937734548,154.5046684292454,1566.5762151371223,142.00943698643033,1371.9711506184663,30,23,16,10,8,1,2.15,1.78
2021Try234Ain101258753,Cordoba,20210222,0,1,0,0,Andrej Martin,Tomas Martin Etcheverry,180,0,31.4,0,1300.633821705535,153.81906701420962,1503.6716752366701,153.6542321644051,1257.8962363883272,17,22,15,13,8,196,0,21.6,0,1329.312861070136,149.00944736472556,1510.8395470022733,138.72498899155653,1253.0730486415596,20,13,19,10,22,0,2.28,1.69
2021Mto87Hen112838669,Cordoba,20210222,0,1,0,0,Marco Cecchinato,Hugo Dellien,185,0,28.3,0,1373.918626355056,196.61155176261119,1669.1223427034924,204.8803424736333,1433.0514584516247,24,19,21,11,14,180,0,27.6,0,1327.7028722226555,171.61468700528815,1362.3715594851055,234.23758539150043,1347.7156384639043,6,14,4,8,8,1,1.44,2.97
2021Bre29Nry116517387,Cordoba,20210222,0,1,0,0,Benoit Paire,Nicolas Jarry,196,0,31.7,0,1083.280791602379,224.4567621884336,1322.4011413235025,276.8531720126438,1226.515038359561,10,13,1,2,14,198,0,25.3,0,1406.533798381433,293.6012598039578,1548.5905452442319,300.96204027455303,1271.6321628800742,2,6,1,2,0,1,2.72,1.52
2021Fia95Flo135790520,Cordoba,20210222,0,1,0,0,Francisco Cerundolo,Federico Coria,185,0,22.5,0,1634.9787727768305,164.35997851521918,1723.6852697814713,143.27233235896003,1636.8018560141008,28,9,27,9,0,180,0,28.9,0,1411.5557110954067,143.95111953155907,1574.3817580329692,147.94460584203352,1384.4047642966418,22,24,17,13,0,0,1.69,2.3
2021Jlo335Mic411321388,Cordoba,20210222,0,1,0,0,Juan Manuel Cerundolo,Miomir Kecmanovic,183,1,19.2,0,1165.8860568925206,196.66097986717455,1302.1414072645325,186.55533285680679,1210.4340846383238,5,9,5,8,0,183,0,21.4,0,1546.3306597586686,163.79737691475847,1648.165775569562,262.3686461892327,1465.0721562352,20,16,5,2,14,1,2.97,1.45
2021Tro74Rna96929786,Cordoba,20210222,0,1,0,0,Roberto Carballes Baena,Thiago Monteiro,183,0,27.9,0,1484.943207324209,174.71683744165875,1596.9402857814391,175.55971265950058,1553.2157123806464,19,18,16,10,0,183,1,26.7,0,1591.8525921631426,155.98990839732008,1527.7696530212738,198.83451730434678,1540.79215730172,28,18,17,9,0,0,2.89,1.47
2021Fis130Fis84546851,Cordoba,20210222,0,1,0,0,Federico Delbonis,Facundo Bagnis,190,1,30.3,0,1370.2091283189836,202.3896090698596,1672.9957303840977,193.97811540681516,1309.619204080298,17,17,14,8,0,183,1,30.9,0,1333.998785813536,151.47478726118206,1530.5343070539225,142.95779019342817,1329.0814458083291,27,17,25,13,0,0,1.73,2.24
2021Dan9Mto873480838,Cordoba,20210222,0,1,0,0,Diego Schwartzman,Marco Cecchinato,170,0,28.5,0,1749.5314989449766,172.1253683998615,1852.6587685214056,223.04997735045578,1783.4182191207024,28,17,15,4,14,185,0,28.3,0,1443.5061643310921,176.5034082226594,1702.3672617585967,192.04740507262494,1497.7210528656422,25,19,22,11,0,1,1.36,3.48
2021Fia95Bre297901738,Cordoba,20210222,0,1,0,0,Federico Coria,Benoit Paire,180,0,28.9,0,1484.8175606664945,137.63599843819816,1644.372227883097,139.51585951818828,1414.6624499068303,23,24,18,13,0,196,0,31.7,0,1231.047282272948,209.95060704589895,1503.6117570769306,245.98911974080497,1260.0617130650294,11,13,2,2,0,1,1.74,2.22
2021Jlo335Tro74132929,Cordoba,20210222,0,1,0,0,Thiago Monteiro,Juan Manuel Cerundolo,183,1,26.7,0,1631.492960739335,146.15696355675138,1621.7531812827356,178.57468686843424,1639.8033745679884,29,18,18,9,0,183,1,19.2,0,1321.8605444994894,186.84928527203593,1417.5720902558091,178.1580900962448,1292.4361052596983,6,9,6,8,0,0,1.29,3.98
2021Fis130Jik128546548,Cordoba,20210222,0,1,0,0,Jozef Kovalik,Facundo Bagnis,183,0,28.3,0,1425.0860680380165,139.18501294677313,1549.2338812060498,142.06873331503024,1447.251616214464,21,19,16,13,0,183,1,30.9,0,1387.5281173576063,142.57012238000425,1591.154464151778,136.0791662698629,1315.5330369303883,28,17,26,13,0,0,2.49,1.61
2021Jlo335Fia95132790,Cordoba,20210222,0,1,0,0,Federico Coria,Juan Manuel Cerundolo,180,0,28.9,0,1504.196201657151,132.9969670792934,1672.4977507518863,133.93497328635877,1467.0357933688492,24,24,19,13,0,183,1,19.2,0,1456.6602801603153,175.89226113720272,1519.1025065671838,166.0273569532196,1397.1910233186425,7,9,7,8,0,0,1.47,2.89
2021Ain114Cks240643247,Singapore,20210222,1,0,0,0,Alexei Popyrin,Christopher Eubanks,196,0,21.5,0,1523.7099287826916,164.41218901232725,1543.6568431049018,153.88600870860125,1510.4747145562926,13,18,9,13,14,201,0,24.8,0,1397.5166666897712,242.8155601132132,1493.0605685925402,221.83163810098569,1340.0351393035546,11,8,10,7,98,1,1.53,2.67
2021Aev423Lis8294873,Singapore,20210222,1,0,0,0,Lloyd Harris,Adrian Andreev,193,0,23.9,0,1543.935009323858,171.42146531703654,1594.8719279010277,154.23129201212802,1577.2255483352094,23,15,19,13,14,180,0,19.7,0,1380.3566716254668,208.76175183639032,1428.5837289508622,193.11923858053495,1407.3420109893743,3,3,3,3,15,0,1.25,4.43
2021Tel120Ran200602352,Singapore,20210222,1,0,0,0,Taro Daniel,Ramkumar Ramanathan,191,0,28.0,0,1316.1966238373525,177.8775013977013,1428.6911780210296,161.9256743100364,1448.0223622780404,19,18,16,13,14,188,0,26.2,0,1292.1778300155374,170.06972232715705,1349.7032408864493,188.19872316952453,1348.4353578229109,9,19,7,12,22,1,1.46,2.9
2021Yma109Mns129701546,Singapore,20210222,1,0,0,0,Yasutaka Uchiyama,Marc Polmans,183,0,28.5,0,1107.1088982944264,233.29101893131406,1140.1707958672725,210.66494835068872,1283.2422113383075,4,13,4,12,14,188,0,23.8,0,1147.6450040199443,213.2953763180439,1003.3902611019103,212.53587061318285,1307.2157645612103,8,18,3,14,14,1,1.74,2.2
2021Son81Tki219877285,Singapore,20210222,1,0,0,0,Thai Son Kwiatkowski,Soon Woo Kwon,188,0,26.0,0,1005.7066879841907,191.1378138612278,1078.1301920898059,176.40646207150527,1228.2955083850798,10,10,10,10,8,180,0,23.2,0,1441.3439455328391,153.16764494392686,1486.058610445762,143.34571151146102,1411.6459467415023,17,13,17,11,8,0,3.37,1.36
2021Yka61Moh1781062393,Singapore,20210222,1,0,0,0,Yoshihito Nishioka,Michael Mmoh,170,1,25.4,0,1297.1364071993003,198.1790036737975,1371.327886009193,183.60421705773265,1391.569524478357,15,15,13,11,14,188,0,23.1,0,1627.9582907267884,179.949746014833,1601.370633831915,163.39571117440155,1582.0682110940559,15,11,12,10,14,1,1.74,2.2
2021Msy156Jng143454500,Singapore,20210222,1,0,0,0,Jason Jung,Maxime Cressy,178,0,31.6,0,1194.7814095525382,213.46348418308014,1271.729670396784,196.60054859595706,1247.0405976561647,14,17,12,13,8,198,0,23.7,0,1419.8897873610915,170.10979849754514,1456.6016693020485,157.09282385393223,1330.331572728423,19,16,17,13,14,0,2.72,1.51
2021Rot76Jth306907159,Singapore,20210222,1,0,0,0,Radu Albot,John Patrick Smith,175,0,31.2,0,1479.1027421906742,170.84943024653467,1454.0378151386012,158.1973437953626,1495.1278778897763,11,21,9,17,14,188,1,32.0,0,1376.6426120243939,221.83646095321106,1333.2800050575652,211.01680669841903,1274.3258980853454,4,7,4,7,21,1,1.49,2.81
2021Ynn105Jth100738756,Singapore,20210222,1,0,0,0,Yannick Hanfmann,James Duckworth,193,0,29.2,0,1432.4467130111457,208.39353595641236,1308.6994498213664,218.2160533118855,1472.9154609362295,26,16,11,10,14,183,0,29.0,0,1558.64956556963,178.4813088986786,1606.616949529388,161.3214827782537,1414.0962273870016,12,12,12,10,14,1,2.27,1.7
2021Rra191Eis186362376,Singapore,20210222,1,0,0,0,Ernests Gulbis,Roberto Marcora,190,0,32.4,0,1192.8992242913332,174.42387283702553,1239.3793273509837,164.66079391735897,1171.7503338852628,18,16,17,10,8,194,0,31.4,0,1276.7906267859134,153.44377689829486,1318.805600075729,143.6045523619201,1299.5511464957729,24,21,21,16,8,0,1.91,1.98
2021Men316Jan391511421,Singapore,20210222,1,0,0,0,John Millman,Matthew Ebden,183,0,31.6,0,1503.811511640606,185.8786067875316,1574.5655006475313,165.54292048542857,1566.801729669775,17,15,16,12,14,188,0,33.2,0,1386.0873978995362,215.15923573291664,1351.4867983711702,206.57003646001743,1316.4683382742699,4,6,4,6,0,0,1.27,4.26
2021Ain114Aev42364394,Singapore,20210222,1,0,0,0,Alexei Popyrin,Adrian Andreev,196,0,21.5,0,1563.1334226819815,154.97638569783064,1587.3349722305904,145.1009362071247,1519.2870010211973,14,18,10,13,0,180,0,19.7,0,1504.6676479421465,187.974769374262,1540.9785130408957,175.89677768493104,1485.7301996552148,4,3,4,3,0,1,1.27,4.17
2021Mic44Tel1201325602,Singapore,20210222,1,0,0,0,Taro Daniel,Marin Cilic,191,0,28.0,0,1378.9845041914373,162.45996109188567,1474.1706231473745,150.995111842928,1513.118090314009,20,18,17,13,0,198,0,32.4,0,1339.072250084323,203.99614054180626,1408.9320805994096,181.46983759806088,1456.1190170349723,12,14,10,12,14,0,3.76,1.32
2021Son81Yma109877701,Singapore,20210222,1,0,0,0,Yasutaka Uchiyama,Soon Woo Kwon,183,0,28.5,0,1216.1418127309475,204.2703347530154,1199.3574381714836,190.3275084112347,1301.0555287358277,5,13,5,12,0,180,0,23.2,0,1452.8917228611635,149.5659855830072,1497.3100747054505,140.08046775383178,1380.4138660038536,18,13,18,11,0,0,3.17,1.41
2021Yka61Msy1561062454,Singapore,20210222,1,0,0,0,Yoshihito Nishioka,Maxime Cressy,170,1,25.4,0,1443.028834303336,186.4689349727625,1485.2571101253193,170.8081044330648,1479.3028562536708,16,15,14,11,0,198,0,23.7,0,1451.242282468142,160.66146045263022,1487.7420451560336,148.6760750512763,1321.7897924746674,20,16,18,13,0,1,1.74,2.22
2021Aik46Aek3021255167,Singapore,20210222,1,0,0,0,Altug Celikbilek,Alexander Bublik,183,0,24.4,0,1231.55580442218,197.17992790053404,1262.6125016874432,191.60113293518842,1271.401937706663,8,8,5,6,36,196,0,23.6,0,1602.471787189578,160.99639122270807,1612.7936310056532,149.26422494617296,1548.9373995641017,19,19,15,14,14,0,4.6,1.24
2021Rot76Ynn105907738,Singapore,20210222,1,0,0,0,Yannick Hanfmann,Radu Albot,193,0,29.2,0,1546.5858255492337,186.81318643754324,1478.4113393567966,200.79452299180628,1472.1409340097593,27,16,12,10,0,175,0,31.2,0,1524.750121580149,159.393068022498,1492.2026692164973,148.98431117546883,1558.8899070448126,12,21,10,17,0,0,2.24,1.73
2021Ano35Rra1911641362,Singapore,20210222,1,0,0,0,Roberto Marcora,Adrian Mannarino,194,0,31.4,0,1318.0369005315995,143.82489834670832,1356.2666859190692,135.4769541774879,1348.058546539382,25,21,22,16,0,183,1,32.6,0,1610.203044530711,159.49653868925043,1660.2009421481373,142.2309006757422,1668.8769966517164,22,20,22,17,14,0,4.77,1.23
2021Ain114Men316643151,Singapore,20210222,1,0,0,0,Matthew Ebden,Alexei Popyrin,188,0,33.2,0,1503.0907075698378,191.73712128103114,1488.5358314110092,188.4738468049756,1378.4092954143393,5,6,5,6,0,196,0,21.5,0,1607.7663069208252,145.1986307137232,1628.8747128230918,136.73842430717684,1537.0504366655102,15,18,11,13,0,0,2.68,1.53
2021Mic44Son811325877,Singapore,20210222,1,0,0,0,Marin Cilic,Soon Woo Kwon,198,0,32.4,0,1431.6518223443886,181.23751482458266,1491.2639741048872,164.8141854775863,1436.925573125506,13,14,11,12,0,180,0,23.2,0,1476.8305077648326,143.20480133765435,1514.2761811223183,135.6118151057998,1356.7352578450868,19,13,19,11,0,1,1.88,2.04
2021Aik46Yka6112551062,Singapore,20210222,1,0,0,0,Alexander Bublik,Yoshihito Nishioka,196,0,23.6,0,1619.0901457635794,155.6105862709143,1628.3970721640908,144.67446644275861,1539.046797257703,20,19,16,14,0,170,1,25.4,0,1517.3188431258795,168.44923918775035,1549.2750712679253,156.31952812758203,1533.5435438719721,17,15,15,11,0,1,1.71,2.27
2021Rot76Ano359071641,Singapore,20210222,1,0,0,0,Radu Albot,Adrian Mannarino,175,0,31.2,0,1582.3493959604173,148.5693304348908,1538.4592815044666,140.41680059391285,1564.406647724924,13,21,11,17,0,183,1,32.6,0,1631.8023247574076,152.22507574217235,1676.8422006094365,137.28522910515332,1672.531426648161,23,20,23,17,0,1,3.06,1.43
2021Ain114Mic446431325,Singapore,20210222,1,0,0,0,Alexei Popyrin,Marin Cilic,196,0,21.5,0,1642.5726791322502,137.55359329298278,1656.974096694487,130.63538303998618,1608.562985451594,16,18,12,13,0,198,0,32.4,0,1510.5716751875107,164.14564702541608,1555.5401071518436,151.39236062613813,1486.0483374065038,14,14,12,12,0,1,2.4,1.65
2021Aik46Rot761255907,Singapore,20210222,1,0,0,0,Alexander Bublik,Radu Albot,196,0,23.6,0,1659.3238930513196,145.6419340659728,1666.601338243509,136.19793826357207,1613.49002865836,21,19,17,14,0,175,0,31.2,0,1638.8783643468846,139.09036148391743,1601.4378721761775,132.9783310386383,1607.735117507135,14,21,12,17,0,1,1.46,2.95
2021Ain114Aik466431255,Singapore,20210222,1,0,0,0,Alexander Bublik,Alexei Popyrin,196,0,23.6,0,1705.619418023086,136.31408883109265,1702.9803075955379,128.64927530191576,1668.3720557622169,22,19,18,14,0,196,0,21.5,0,1672.098311912569,130.88028628458096,1686.8438322151183,124.50322458550981,1677.4702079256683,17,18,13,13,0,0,1.66,2.37
2021Sas6Eov766595936,Rotterdam,20210301,1,0,0,0,Egor Gerasimov,Stefanos Tsitsipas,196,0,28.3,0,1652.8774889373533,141.97711450627742,1674.8462235420288,128.85098481676914,1665.197742174542,22,18,21,15,7,193,0,22.5,0,2000.4880613097305,167.04270621374656,1959.9443135587346,150.40284840875626,1883.4855609275203,31,15,23,12,21,0,5.32,1.19
2021Hcz30Ano3617351641,Rotterdam,20210301,1,0,0,0,Adrian Mannarino,Hubert Hurkacz,183,1,32.6,0,1572.6185554002745,150.51032013465286,1616.5735429585063,136.37923308833808,1644.7281539361493,23,21,23,18,7,196,0,24.0,0,1586.4270575378848,162.33445146818954,1581.1601693887849,148.92012427815166,1637.8062352862194,21,16,18,13,7,0,2.07,1.83
2021Cie65Nli4010151405,Rotterdam,20210301,1,0,0,0,Nikoloz Basilashvili,Cameron Norrie,185,0,29.0,0,1142.161402146306,186.93813183198637,1227.490784959236,168.4475053404051,1156.6126758813482,5,18,5,14,7,188,1,25.5,0,1698.285334770291,172.99177018524273,1734.8033678034717,151.49592034231964,1696.3971949302468,18,18,17,15,21,0,5.47,1.18
2021Kov21Ska2022902365,Rotterdam,20210301,1,0,0,0,Karen Khachanov,Stan Wawrinka,198,0,24.7,0,1794.7027148707084,162.48561990663902,1788.6614756930546,146.9710482754936,1684.8006828539565,25,17,21,14,21,183,0,35.9,0,1729.0171728424646,196.60284401400244,1756.210428459676,184.5388270679236,1675.9904762709455,23,9,15,7,21,1,1.84,2.06
2021Aev8Mon804609889,Rotterdam,20210301,1,0,0,0,Marcos Giron,Andrey Rublev,180,0,27.6,0,1526.7485031713322,174.20429074828408,1589.7030071547867,153.88258067473924,1706.7465474710173,23,18,22,16,7,188,0,23.3,0,1967.7450016688122,176.18445141085917,1947.8685878339622,155.7733047378548,1789.2620909371276,46,11,36,9,21,0,7.09,1.13
2021Aay123Rse193595366,Rotterdam,20210301,1,0,0,0,Andy Murray,Robin Haase,190,0,33.7,0,1483.5972676338326,168.6084204054677,1584.9630668494804,158.49302157063477,1505.6229266218277,7,6,7,5,7,190,0,33.9,1,1379.2827057850784,186.28893536004017,1397.63889717146,183.15257342324003,1394.390929526835,10,12,7,8,21,1,1.39,3.21
2021Jdy64Urt3110201726,Rotterdam,20210301,1,0,0,0,Jeremy Chardy,Ugo Humbert,188,0,34.0,0,1622.6671613531828,173.30464849765178,1682.7047147558465,157.7647691022953,1499.6470287337654,9,10,8,8,21,188,1,22.6,0,1585.5380667793947,163.72813585486904,1651.7679330181804,148.66369488937505,1730.7444241143048,27,17,23,14,7,1,2.65,1.53
2021Din14Jff3727601495,Rotterdam,20210301,1,0,0,0,David Goffin,Jan Lennard Struff,180,0,30.2,0,1723.8720304374863,141.66132878313957,1746.8462274852714,130.68837938737283,1550.9484424133107,19,14,19,12,7,193,0,30.8,0,1399.195281405649,173.85008937421148,1438.9888661228563,158.2139783555146,1394.4958452586036,16,19,15,16,7,1,1.65,2.37
2021Ana51Rut1311112770,Rotterdam,20210301,1,0,0,0,Alejandro Davidovich Fokina,Roberto Bautista Agut,183,0,21.7,0,1616.3295718838203,162.59033380441156,1639.5280159433212,150.638960634706,1667.9150112135942,22,14,17,10,7,183,0,32.8,0,1643.105060122523,148.07884673421663,1684.9557680912817,138.15364393011882,1601.3149082681985,24,12,20,10,7,1,3.09,1.42
2021Mcs59Rka3810721457,Rotterdam,20210301,1,0,0,0,Marton Fucsovics,Reilly Opelka,188,0,29.0,0,1674.832312635474,181.2845671109694,1663.9668930458115,168.39548503682767,1641.7547754006555,22,13,19,12,21,211,0,23.5,0,1486.3784908440105,197.94443868276792,1585.7216837527853,179.29219878349906,1545.3570502444406,13,9,13,8,21,1,1.6,2.48
2021Tul56Lgo3510801648,Rotterdam,20210301,1,0,0,0,Tommy Paul,Lorenzo Sonego,185,0,23.7,0,1465.0882456288537,177.30066815558152,1451.822278281566,165.82165283531262,1473.9080757010045,21,17,16,13,21,191,0,25.8,0,1537.3064795322623,156.9026199007003,1576.5577278045034,151.061962245306,1634.4749876821907,16,18,9,11,7,1,2.27,1.69
2021Aik43Aev713855615,Rotterdam,20210301,1,0,0,0,Alexander Bublik,Alexander Zverev,196,0,23.7,0,1657.791034815903,137.93217451864797,1661.4136490462158,128.39662778529515,1630.4435772346355,22,20,18,15,7,198,0,23.8,0,1904.6398110280188,162.23605967347527,1912.0312643302634,143.34906995883793,1859.5348042622468,33,14,30,13,21,1,5.53,1.18
2021Kri45Fme1913552516,Rotterdam,20210301,1,0,0,0,Kei Nishikori,Felix Auger Aliassime,178,0,31.1,0,1284.7817530271464,241.0411079807027,1326.5283851096908,247.42696205652302,1339.3300629522828,2,7,0,3,21,193,0,20.5,0,1769.3425888708334,153.8491435468467,1795.9669154748965,138.1570062763441,1649.8081701925794,29,21,28,18,21,1,3.35,1.37
2021Aur23Jan3921551421,Rotterdam,20210301,1,0,0,0,Alex De Minaur,John Millman,183,0,22.0,0,1657.7637632154679,165.56607407096976,1679.2943126933872,151.8571025656265,1697.6279985873368,19,13,19,11,21,183,0,31.7,0,1415.047769010232,178.44134801114458,1486.5015935825181,161.68725876996805,1565.0227685586597,17,16,16,13,7,1,1.24,4.55
2021Bic26Blp1471890489,Rotterdam,20210301,1,0,0,0,Borna Coric,Botic Van De Zandschulp,188,0,24.2,0,1676.5931762801563,179.93160478249166,1737.9728068027414,161.5290360187149,1719.530210278594,18,14,14,10,21,188,0,25.4,1,1566.555261796389,152.02706305284565,1646.7018801368204,142.9851253081219,1629.3794393439143,23,17,18,11,7,1,1.42,3.1
2021Dic27Dev318759735,Rotterdam,20210301,1,0,0,0,Dusan Lajovic,Daniil Medvedev,180,0,30.6,0,1520.2028359665262,165.1852132014883,1542.2413304892002,163.21120332345765,1433.1187527248633,17,20,10,13,7,198,0,25.0,0,2193.0431053031352,159.66496007969593,2177.716876427481,141.99096469621435,2335.542715129116,37,11,37,9,21,1,7.36,1.12
2021Sas6Hcz3065951735,Rotterdam,20210301,1,0,0,0,Hubert Hurkacz,Stefanos Tsitsipas,196,0,24.0,0,1642.6626545549502,149.85969330837568,1636.922061848866,138.95876585127806,1642.7362883341734,22,16,19,13,0,193,0,22.5,0,2019.1845718566874,160.14083649279036,1979.8068926676426,144.07015686847345,1907.8098147757314,32,15,24,12,0,0,4.77,1.23
2021Kov21Cie6522901015,Rotterdam,20210301,1,0,0,0,Cameron Norrie,Karen Khachanov,188,1,25.5,0,1706.8383334241864,169.82149729025932,1742.7729709960631,148.97239809162102,1711.9032041357862,19,18,18,15,0,198,0,24.7,0,1841.8743505156617,151.56171568271586,1832.4207123020824,138.4196311769254,1763.9214527600598,26,17,22,14,0,0,2.67,1.54
2021Aev8Aay1234609595,Rotterdam,20210301,1,0,0,0,Andy Murray,Andrey Rublev,190,0,33.7,0,1528.982292787999,156.5796180826459,1616.4418689371057,149.6419445761318,1528.8327536372651,8,6,8,5,0,188,0,23.3,0,1982.094764255225,170.63997714255098,1963.7464942500155,150.4774909436688,1790.490507636778,47,11,37,9,0,0,5.79,1.17
2021Jdy64Din1410202760,Rotterdam,20210301,1,0,0,0,Jeremy Chardy,David Goffin,188,0,34.0,0,1681.0061522860926,158.8308601844458,1733.9273479425692,146.27839689098315,1573.0047137884694,10,10,9,8,0,180,0,30.2,0,1739.3604014450561,137.32531464892244,1760.992580594514,127.08375097998021,1602.6886380629433,20,14,20,12,0,1,3.59,1.34
2021Mcs59Ana5110721111,Rotterdam,20210301,1,0,0,0,Alejandro Davidovich Fokina,Marton Fucsovics,183,0,21.7,0,1679.0480212293867,150.0318952320301,1697.7069669979012,140.43069732394744,1684.0778102641038,23,14,18,10,0,188,0,29.0,0,1714.3632590516397,168.61650722446532,1713.0043338360929,155.88086693152377,1616.5357976091157,23,13,20,12,0,0,2.28,1.71
